市区町村コード,都道府県,名称（空白なし）,名称,人口　平成27年,人口　平成22年（組替）,平成22年〜27年の人口増減数,平成22年〜27年の人口増減率（％）,面積（km2）,人口密度（1km2当たり）,世帯数　平成27年,世帯数　平成22年（組替）,平成22年〜27年の世帯増減数,平成22年〜27年の世帯増減率（％）
01101,北海道,札幌市中央区,札幌市 中央区,237784,220189,17595,7.9908623955,46.42,5122.4,131598,120741,10857,8.9919745571
01102,北海道,札幌市北区,札幌市 北区,285432,278781,6651,2.3857436482,63.57,4490.0,133522,127440,6082,4.7724419335
01103,北海道,札幌市東区,札幌市 東区,262075,255873,6202,2.4238587112,56.97,4600.2,124424,118939,5485,4.6116076308
01104,北海道,札幌市白石区,札幌市 白石区,209770,204259,5511,2.6980451290,34.47,6085.6,103548,100444,3104,3.0902791605
01105,北海道,札幌市豊平区,札幌市 豊平区,218792,212118,6674,3.1463619306,46.23,4732.7,109439,107179,2260,2.1086220248
01106,北海道,札幌市南区,札幌市 南区,141358,146341,-4983,-3.4050607827,657.48,215.0,61197,62776,-1579,-2.5152924685
01107,北海道,札幌市西区,札幌市 西区,213822,211229,2593,1.2275776527,75.10,2847.2,97677,96421,1256,1.3026207984
01108,北海道,札幌市厚別区,札幌市 厚別区,127826,128492,-666,-0.5183202067,24.38,5243.1,55540,54099,1441,2.6636351873
01109,北海道,札幌市手稲区,札幌市 手稲区,141061,139644,1417,1.0147231532,56.77,2484.8,57206,55050,2156,3.9164396004
01110,北海道,札幌市清田区,札幌市 清田区,115864,116619,-755,-0.6474073693,59.87,1935.3,45047,42759,2288,5.3509202741
01202,北海道,函館市,函館市,266117,279127,-13010,-4.6609607813,677.83,392.6,123968,126180,-2212,-1.7530511967
01203,北海道,小樽市,小樽市,121910,131928,-10018,-7.5935358680,243.83,500.0,55266,57711,-2445,-4.2366273327
01204,北海道,旭川市,旭川市,339797,347095,-7298,-2.1025943906,747.66,454.5,155756,154393,1363,0.8828120446
01205,北海道,室蘭市,室蘭市,88585,94535,-5950,-6.2939651981,80.88,1095.3,43552,45029,-1477,-3.2801083746
01206,北海道,釧路市,釧路市,174804,181169,-6365,-3.5132942170,1362.92,128.3,82111,81015,1096,1.3528358946
01207,北海道,帯広市,帯広市,169389,168057,1332,0.7925882290,619.34,273.5,77679,75474,2205,2.9215358932
01208,北海道,北見市,北見市,120652,125689,-5037,-4.0075106016,1427.41,84.5,55569,56012,-443,-0.7909019496
01209,北海道,夕張市,夕張市,8845,10922,-2077,-19.0166636147,763.07,11.6,4526,5558,-1032,-18.5678301547
01210,北海道,岩見沢市,岩見沢市,84541,90145,-5604,-6.2166509512,481.02,175.8,36156,36723,-567,-1.5439915040
01211,北海道,網走市,網走市,38966,40998,-2032,-4.9563393336,471.00,82.7,17984,18112,-128,-0.7067137809
01212,北海道,留萌市,留萌市,22227,24457,-2230,-9.1180439138,297.83,74.6,10399,11044,-645,-5.8402752626
01213,北海道,苫小牧市,苫小牧市,172794,173320,-526,-0.3034848835,561.57,307.7,78229,76289,1940,2.5429616327
01214,北海道,稚内市,稚内市,36399,39595,-3196,-8.0717262281,761.49,47.8,16501,17343,-842,-4.8549847201
01215,北海道,美唄市,美唄市,23048,26034,-2986,-11.4696166551,277.69,83.0,10175,10992,-817,-7.4326783115
01216,北海道,芦別市,芦別市,14686,16628,-1942,-11.6790955016,865.04,17.0,6858,7526,-668,-8.8758968908
01217,北海道,江別市,江別市,120677,123722,-3045,-2.4611629298,187.38,644.0,51932,51170,762,1.4891538011
01218,北海道,赤平市,赤平市,11097,12637,-1540,-12.1864366543,129.88,85.4,4947,5585,-638,-11.4234556849
01219,北海道,紋別市,紋別市,23080,24750,-1670,-6.7474747475,830.78,27.8,11095,11390,-295,-2.5899912204
01220,北海道,士別市,士別市,19930,21787,-1857,-8.5234314040,1119.22,17.8,8655,9100,-445,-4.8901098901
01221,北海道,名寄市,名寄市,29060,30591,-1531,-5.0047399562,535.20,54.3,13083,13348,-265,-1.9853161522
01222,北海道,三笠市,三笠市,9080,10221,-1141,-11.1632912631,302.52,30.0,4225,4776,-551,-11.5368509213
01223,北海道,根室市,根室市,26919,29201,-2282,-7.8148008630,506.25,65.4,11376,11897,-521,-4.3792552744
01224,北海道,千歳市,千歳市,95664,93604,2060,2.2007606513,594.50,160.9,40614,38541,2073,5.3786876314
01225,北海道,滝川市,滝川市,41209,43170,-1961,-4.5425063702,115.90,355.6,18631,18947,-316,-1.6678102074
01226,北海道,砂川市,砂川市,17702,19056,-1354,-7.1053736356,78.68,225.0,7870,8415,-545,-6.4765300059
01227,北海道,歌志内市,歌志内市,3587,4387,-800,-18.2356963757,55.95,64.1,1667,2000,-333,-16.6500000000
01228,北海道,深川市,深川市,21934,23709,-1775,-7.4866084609,529.42,41.4,9695,10100,-405,-4.0099009901
01229,北海道,富良野市,富良野市,22947,24259,-1312,-5.4083020735,600.71,38.2,9928,10074,-146,-1.4492753623
01230,北海道,登別市,登別市,49656,51526,-1870,-3.6292357257,212.21,234.0,21682,21717,-35,-0.1611640650
01231,北海道,恵庭市,恵庭市,69745,69384,361,0.5202928629,294.65,236.7,28612,27634,978,3.5391184772
01233,北海道,伊達市,伊達市,35026,36278,-1252,-3.4511274050,444.21,78.9,15051,15287,-236,-1.5437953817
01234,北海道,北広島市,北広島市,59087,60353,-1266,-2.0976587742,119.05,496.3,23561,22991,570,2.4792310034
01235,北海道,石狩市,石狩市,57462,59449,-1987,-3.3423606789,722.42,79.5,22426,22603,-177,-0.7830818918
01236,北海道,北斗市,北斗市,46416,48032,-1616,-3.3644237175,397.44,116.8,18414,18412,2,0.0108624810
01300,北海道,石狩振興局,石狩振興局,20622,22281,-1659,-7.4458058435,500.89,41.2,8392,8486,-94,-1.1077068112
01303,北海道,当別町,当別町,17290,18766,-1476,-7.8652882873,422.86,40.9,7327,7400,-73,-0.9864864865
01304,北海道,新篠津村,新篠津村,3332,3515,-183,-5.2062588905,78.04,42.7,1065,1086,-21,-1.9337016575
01330,北海道,渡島総合振興局,渡島総合振興局,92454,100648,-8194,-8.1412447341,2862.11,32.3,39289,40887,-1598,-3.9083327219
01331,北海道,松前町,松前町,7336,8748,-1412,-16.1408321902,293.25,25.0,3563,3959,-396,-10.0025258904
01332,北海道,福島町,福島町,4423,5114,-691,-13.5119280407,187.28,23.6,2039,2194,-155,-7.0647219690
01333,北海道,知内町,知内町,4654,5074,-420,-8.2774931021,196.75,23.7,2004,2009,-5,-0.2488800398
01334,北海道,木古内町,木古内町,4545,5341,-796,-14.9035761093,221.87,20.5,2140,2317,-177,-7.6391886060
01337,北海道,七飯町,七飯町,28130,28463,-333,-1.1699399220,216.75,129.8,11045,10891,154,1.4140115692
01343,北海道,鹿部町,鹿部町,4227,4767,-540,-11.3278791693,110.64,38.2,1659,1675,-16,-0.9552238806
01345,北海道,森町,森町,15950,17859,-1909,-10.6892883140,368.79,43.2,6629,7103,-474,-6.6732366606
01346,北海道,八雲町,八雲町,17262,18896,-1634,-8.6473327688,956.02,18.1,7529,7892,-363,-4.5995945261
01347,北海道,長万部町,長万部町,5927,6386,-459,-7.1875978703,310.76,19.1,2681,2847,-166,-5.8306989814
01360,北海道,檜山振興局,檜山振興局,37863,42058,-4195,-9.9743211755,2630.29,14.4,16821,17927,-1106,-6.1694650527
01361,北海道,江差町,江差町,8239,9004,-765,-8.4962239005,109.53,75.2,3748,3968,-220,-5.5443548387
01362,北海道,上ノ国町,上ノ国町,4869,5428,-559,-10.2984524687,547.71,8.9,2175,2307,-132,-5.7217165150
01363,北海道,厚沢部町,厚沢部町,4055,4409,-354,-8.0290315264,460.58,8.8,1764,1868,-104,-5.5674518201
01364,北海道,乙部町,乙部町,3905,4408,-503,-11.4110707804,162.59,24.0,1730,1863,-133,-7.1390230811
01367,北海道,奥尻町,奥尻町,2693,3033,-340,-11.2100230795,142.97,18.8,1274,1364,-90,-6.5982404692
01370,北海道,今金町,今金町,5631,6186,-555,-8.9718719690,568.25,9.9,2280,2388,-108,-4.5226130653
01371,北海道,せたな町,せたな町,8471,9590,-1119,-11.6684045881,638.66,13.3,3850,4169,-319,-7.6517150396
01390,北海道,後志総合振興局,後志総合振興局,93626,101012,-7386,-7.3120025344,4062.05,23.0,42536,44120,-1584,-3.5902085222
01391,北海道,島牧村,島牧村,1495,1781,-286,-16.0583941606,437.18,3.4,658,742,-84,-11.3207547170
01392,北海道,寿都町,寿都町,3136,3443,-307,-8.9166424630,95.24,32.9,1427,1536,-109,-7.0963541667
01393,北海道,黒松内町,黒松内町,3082,3250,-168,-5.1692307692,345.65,8.9,1338,1353,-15,-1.1086474501
01394,北海道,蘭越町,蘭越町,4843,5292,-449,-8.4845049131,449.78,10.8,2093,2129,-36,-1.6909347111
01395,北海道,ニセコ町,ニセコ町,4962,4823,139,2.8820236367,197.13,25.2,2270,2054,216,10.5160662123
01396,北海道,真狩村,真狩村,2108,2189,-81,-3.7003197807,114.25,18.5,851,867,-16,-1.8454440600
01397,北海道,留寿都村,留寿都村,1905,2034,-129,-6.3421828909,119.84,15.9,915,883,32,3.6240090600
01398,北海道,喜茂別町,喜茂別町,2291,2490,-199,-7.9919678715,189.41,12.1,1130,1207,-77,-6.3794531897
01399,北海道,京極町,京極町,3187,3811,-624,-16.3736552086,231.49,13.8,1281,1740,-459,-26.3793103448
01400,北海道,倶知安町,倶知安町,15024,15568,-544,-3.4943473792,261.34,57.5,6971,7102,-131,-1.8445508308
01401,北海道,共和町,共和町,6233,6428,-195,-3.0336029869,304.91,20.4,2854,2698,156,5.7820607858
01402,北海道,岩内町,岩内町,13041,14451,-1410,-9.7571102346,70.60,184.7,6239,6555,-316,-4.8207475210
01403,北海道,泊村,泊村,1763,1883,-120,-6.3728093468,82.28,21.4,887,855,32,3.7426900585
01404,北海道,神恵内村,神恵内村,1004,1122,-118,-10.5169340463,147.80,6.8,434,473,-39,-8.2452431290
01405,北海道,積丹町,積丹町,2113,2516,-403,-16.0174880763,238.14,8.9,1000,1175,-175,-14.8936170213
01406,北海道,古平町,古平町,3188,3611,-423,-11.7142065910,188.36,16.9,1463,1588,-125,-7.8715365239
01407,北海道,仁木町,仁木町,3498,3800,-302,-7.9473684211,167.96,20.8,1480,1493,-13,-0.8707300737
01408,北海道,余市町,余市町,19631,21258,-1627,-7.6535892370,140.59,139.6,8711,9051,-340,-3.7564909955
01409,北海道,赤井川村,赤井川村,1122,1262,-140,-11.0935023772,280.09,4.0,534,619,-85,-13.7318255250
01420,北海道,空知総合振興局,空知総合振興局,72770,79345,-6575,-8.2865965089,2192.42,33.2,29094,30552,-1458,-4.7721916732
01423,北海道,南幌町,南幌町,7930,8778,-848,-9.6605149237,81.36,97.5,2968,3068,-100,-3.2594524120
01424,北海道,奈井江町,奈井江町,5678,6194,-516,-8.3306425573,88.19,64.4,2466,2622,-156,-5.9496567506
01425,北海道,上砂川町,上砂川町,3490,4086,-596,-14.5863925600,39.98,87.3,1744,1954,-210,-10.7471852610
01427,北海道,由仁町,由仁町,5316,5896,-580,-9.8371777476,133.74,39.7,2140,2258,-118,-5.2258635961
01428,北海道,長沼町,長沼町,11088,11691,-603,-5.1578137028,168.52,65.8,4246,4324,-78,-1.8038852914
01429,北海道,栗山町,栗山町,12354,13340,-986,-7.3913043478,203.93,60.6,5187,5484,-297,-5.4157549234
01430,北海道,月形町,月形町,4578,4859,-281,-5.7830829389,150.40,30.4,1467,1511,-44,-2.9119788220
01431,北海道,浦臼町,浦臼町,1985,2206,-221,-10.0181323663,101.83,19.5,877,920,-43,-4.6739130435
01432,北海道,新十津川町,新十津川町,6840,7249,-409,-5.6421575390,495.47,13.8,2579,2694,-115,-4.2687453601
01433,北海道,妹背牛町,妹背牛町,3083,3462,-379,-10.9474292317,48.64,63.4,1287,1356,-69,-5.0884955752
01434,北海道,秩父別町,秩父別町,2516,2730,-214,-7.8388278388,47.18,53.3,1017,1052,-35,-3.3269961977
01436,北海道,雨竜町,雨竜町,2748,3049,-301,-9.8720892096,191.15,14.4,1004,1067,-63,-5.9044048735
01437,北海道,北竜町,北竜町,1981,2193,-212,-9.6671226630,158.70,12.5,782,805,-23,-2.8571428571
01438,北海道,沼田町,沼田町,3183,3612,-429,-11.8770764120,283.35,11.2,1330,1437,-107,-7.4460681976
01450,北海道,上川総合振興局,上川総合振興局,91972,96633,-4661,-4.8234040131,7615.91,12.1,38320,38748,-428,-1.1045731393
01452,北海道,鷹栖町,鷹栖町,7016,7345,-329,-4.4792375766,139.42,50.3,2713,2732,-19,-0.6954612006
01453,北海道,東神楽町,東神楽町,10231,9292,939,10.1054670684,68.50,149.4,3656,3290,366,11.1246200608
01454,北海道,当麻町,当麻町,6692,7087,-395,-5.5735854381,204.90,32.7,2697,2743,-46,-1.6769959898
01455,北海道,比布町,比布町,3781,4042,-261,-6.4571994062,86.90,43.5,1586,1639,-53,-3.2336790726
01456,北海道,愛別町,愛別町,2979,3328,-349,-10.4867788462,250.13,11.9,1292,1332,-40,-3.0030030030
01457,北海道,上川町,上川町,4052,4532,-480,-10.5913503972,1049.47,3.9,2103,2303,-200,-8.6843247937
01458,北海道,東川町,東川町,8115,7859,256,3.2574118845,247.30,32.8,3149,2983,166,5.5648675830
01459,北海道,美瑛町,美瑛町,10297,10956,-659,-6.0149689668,676.78,15.2,4305,4301,4,0.0930016275
01460,北海道,上富良野町,上富良野町,10814,11545,-731,-6.3317453443,237.10,45.6,4363,4416,-53,-1.2001811594
01461,北海道,中富良野町,中富良野町,5071,5477,-406,-7.4128172357,108.65,46.7,2020,2015,5,0.2481389578
01462,北海道,南富良野町,南富良野町,2555,2814,-259,-9.2039800995,665.54,3.8,1132,1199,-67,-5.5879899917
01463,北海道,占冠村,占冠村,1211,1394,-183,-13.1276901004,571.41,2.1,709,794,-85,-10.7052896725
01464,北海道,和寒町,和寒町,3599,3832,-233,-6.0803757829,225.11,16.0,1526,1601,-75,-4.6845721424
01465,北海道,剣淵町,剣淵町,3235,3565,-330,-9.2566619916,130.99,24.7,1332,1329,3,0.2257336343
01468,北海道,下川町,下川町,3547,3775,-228,-6.0397350993,644.20,5.5,1672,1685,-13,-0.7715133531
01469,北海道,美深町,美深町,4659,5178,-519,-10.0231749710,672.09,6.9,2041,2194,-153,-6.9735642662
01470,北海道,音威子府村,音威子府村,832,995,-163,-16.3819095477,275.63,3.0,411,486,-75,-15.4320987654
01471,北海道,中川町,中川町,1763,1907,-144,-7.5511274253,594.74,3.0,898,926,-28,-3.0237580994
01472,北海道,幌加内町,幌加内町,1523,1710,-187,-10.9356725146,767.04,2.0,715,780,-65,-8.3333333333
01480,北海道,留萌振興局,留萌振興局,25695,28648,-2953,-10.3078748953,3148.05,8.2,11535,12276,-741,-6.0361681329
01481,北海道,増毛町,増毛町,4504,5078,-574,-11.3036628594,369.71,12.2,2052,2208,-156,-7.0652173913
01482,北海道,小平町,小平町,3339,3717,-378,-10.1694915254,627.22,5.3,1420,1512,-92,-6.0846560847
01483,北海道,苫前町,苫前町,3266,3656,-390,-10.6673960613,454.60,7.2,1421,1520,-99,-6.5131578947
01484,北海道,羽幌町,羽幌町,7321,7964,-643,-8.0738322451,472.65,15.5,3367,3534,-167,-4.7255234861
01485,北海道,初山別村,初山別村,1218,1369,-151,-11.0299488678,279.51,4.4,545,579,-34,-5.8721934370
01486,北海道,遠別町,遠別町,2807,3084,-277,-8.9818417639,590.80,4.8,1220,1304,-84,-6.4417177914
01487,北海道,天塩町,天塩町,3240,3780,-540,-14.2857142857,353.56,9.2,1510,1619,-109,-6.7325509574
01510,北海道,宗谷総合振興局,宗谷総合振興局,31121,33852,-2731,-8.0674701642,3864.60,8.1,14262,15056,-794,-5.2736450584
01511,北海道,猿払村,猿払村,2683,2825,-142,-5.0265486726,589.97,4.5,1174,1220,-46,-3.7704918033
01512,北海道,浜頓別町,浜頓別町,3880,4168,-288,-6.9097888676,401.64,9.7,1850,1868,-18,-0.9635974304
01513,北海道,中頓別町,中頓別町,1752,1974,-222,-11.2462006079,398.51,4.4,782,817,-35,-4.2839657283
01514,北海道,枝幸町,枝幸町,8440,9125,-685,-7.5068493151,1115.93,7.6,3772,3952,-180,-4.5546558704
01516,北海道,豊富町,豊富町,4054,4378,-324,-7.4006395614,520.69,7.8,1776,1854,-78,-4.2071197411
01517,北海道,礼文町,礼文町,2776,3078,-302,-9.8115659519,81.64,34.0,1339,1445,-106,-7.3356401384
01518,北海道,利尻町,利尻町,2303,2590,-287,-11.0810810811,76.51,30.1,1153,1313,-160,-12.1858339680
01519,北海道,利尻富士町,利尻富士町,2788,3037,-249,-8.1988804742,105.61,26.4,1267,1363,-96,-7.0432868672
01520,北海道,幌延町,幌延町,2445,2677,-232,-8.6664176317,574.10,4.3,1149,1224,-75,-6.1274509804
01540,北海道,オホーツク総合振興局,オホーツク総合振興局,110114,118572,-8458,-7.1332186351,7961.41,13.8,47314,49024,-1710,-3.4880874674
01543,北海道,美幌町,美幌町,20300,21575,-1275,-5.9096176130,438.41,46.3,8626,8725,-99,-1.1346704871
01544,北海道,津別町,津別町,5008,5646,-638,-11.3000354233,716.80,7.0,2231,2358,-127,-5.3859202714
01545,北海道,斜里町,斜里町,12226,13045,-819,-6.2782675355,737.12,16.6,5560,5759,-199,-3.4554610175
01546,北海道,清里町,清里町,4226,4551,-325,-7.1412876291,402.76,10.5,1671,1784,-113,-6.3340807175
01547,北海道,小清水町,小清水町,5086,5358,-272,-5.0765210900,286.89,17.7,2033,2069,-36,-1.7399710005
01549,北海道,訓子府町,訓子府町,5101,5435,-334,-6.1453541858,190.95,26.7,1910,1956,-46,-2.3517382413
01550,北海道,置戸町,置戸町,3092,3428,-336,-9.8016336056,527.27,5.9,1304,1367,-63,-4.6086320410
01552,北海道,佐呂間町,佐呂間町,5364,5892,-528,-8.9613034623,404.94,13.2,2312,2415,-103,-4.2650103520
01555,北海道,遠軽町,遠軽町,20864,22265,-1401,-6.2923871547,1332.45,15.7,9267,9617,-350,-3.6393885827
01559,北海道,湧別町,湧別町,9236,10041,-805,-8.0171297680,505.79,18.3,3861,4010,-149,-3.7157107232
01560,北海道,滝上町,滝上町,2719,3028,-309,-10.2047556143,766.89,3.5,1315,1376,-61,-4.4331395349
01561,北海道,興部町,興部町,3908,4301,-393,-9.1374099047,362.54,10.8,1784,1877,-93,-4.9547149707
01562,北海道,西興部村,西興部村,1118,1135,-17,-1.4977973568,308.08,3.6,501,516,-15,-2.9069767442
01563,北海道,雄武町,雄武町,4527,4939,-412,-8.3417695890,636.86,7.1,2066,2228,-162,-7.2710951526
01564,北海道,大空町,大空町,7339,7933,-594,-7.4877095676,343.66,21.4,2873,2967,-94,-3.1681833502
01570,北海道,胆振総合振興局,胆振総合振興局,55837,60630,-4793,-7.9053273957,2398.17,23.3,24929,25895,-966,-3.7304498938
01571,北海道,豊浦町,豊浦町,4298,4528,-230,-5.0795053004,233.57,18.4,2007,1944,63,3.2407407407
01575,北海道,壮瞥町,壮瞥町,2925,3232,-307,-9.4987623762,205.01,14.3,1172,1226,-54,-4.4045676998
01578,北海道,白老町,白老町,17744,19376,-1632,-8.4227910818,425.64,41.7,7956,8412,-456,-5.4208273894
01581,北海道,厚真町,厚真町,4825,4890,-65,-1.3292433538,404.61,11.9,2116,1972,144,7.3022312373
01584,北海道,洞爺湖町,洞爺湖町,9308,10132,-824,-8.1326490328,180.81,51.5,4237,4461,-224,-5.0212956736
01585,北海道,安平町,安平町,8144,8726,-582,-6.6697226679,237.16,34.3,3655,3753,-98,-2.6112443379
01586,北海道,むかわ町,むかわ町,8593,9746,-1153,-11.8304945619,711.36,12.1,3786,4127,-341,-8.2626605282
01600,北海道,日高振興局,日高振興局,69038,75321,-6283,-8.3416311520,4811.13,14.3,31126,32479,-1353,-4.1657686505
01601,北海道,日高町,日高町,12377,13615,-1238,-9.0929122292,992.11,12.5,5784,6064,-280,-4.6174142480
01602,北海道,平取町,平取町,5310,5596,-286,-5.1107934239,743.09,7.1,2369,2412,-43,-1.7827529022
01604,北海道,新冠町,新冠町,5596,5775,-179,-3.0995670996,585.81,9.6,2404,2388,16,0.6700167504
01607,北海道,浦河町,浦河町,13081,14389,-1308,-9.0902772952,694.26,18.8,6151,6358,-207,-3.2557407990
01608,北海道,様似町,様似町,4519,5114,-595,-11.6347281971,364.30,12.4,2046,2206,-160,-7.2529465095
01609,北海道,えりも町,えりも町,4905,5413,-508,-9.3848143359,284.00,17.3,1932,2036,-104,-5.1080550098
01610,北海道,新ひだか町,新ひだか町,23250,25419,-2169,-8.5329871356,1147.55,20.3,10440,11015,-575,-5.2201543350
01630,北海道,十勝総合振興局,十勝総合振興局,174132,180540,-6408,-3.5493519442,10212.28,17.1,72807,72681,126,0.1733603005
01631,北海道,音更町,音更町,44835,45085,-250,-0.5545081513,466.02,96.2,18020,17660,360,2.0385050963
01632,北海道,士幌町,士幌町,6135,6416,-281,-4.3796758105,259.19,23.7,2479,2458,21,0.8543531326
01633,北海道,上士幌町,上士幌町,4775,5080,-305,-6.0039370079,694.23,6.9,2178,2225,-47,-2.1123595506
01634,北海道,鹿追町,鹿追町,5542,5702,-160,-2.8060329709,402.88,13.8,2251,2270,-19,-0.8370044053
01635,北海道,新得町,新得町,6290,6653,-363,-5.4561851796,1063.83,5.9,3026,3106,-80,-2.5756600129
01636,北海道,清水町,清水町,9605,9961,-356,-3.5739383596,402.25,23.9,4118,4097,21,0.5125701733
01637,北海道,芽室町,芽室町,18478,18905,-427,-2.2586617297,513.76,36.0,7173,7089,84,1.1849344054
01638,北海道,中札内村,中札内村,3969,4006,-37,-0.9236145781,292.58,13.6,1609,1570,39,2.4840764331
01639,北海道,更別村,更別村,3186,3391,-205,-6.0454143321,176.90,18.0,1239,1274,-35,-2.7472527473
01641,北海道,大樹町,大樹町,5734,5977,-243,-4.0655847415,815.68,7.0,2536,2533,3,0.1184366364
01642,北海道,広尾町,広尾町,7032,7881,-849,-10.7727445756,596.54,11.8,3162,3294,-132,-4.0072859745
01643,北海道,幕別町,幕別町,26764,26547,217,0.8174181640,477.64,56.0,10936,10359,577,5.5700357177
01644,北海道,池田町,池田町,6886,7527,-641,-8.5160090341,371.79,18.5,3048,3189,-141,-4.4214487300
01645,北海道,豊頃町,豊頃町,3183,3394,-211,-6.2168532705,536.71,5.9,1362,1376,-14,-1.0174418605
01646,北海道,本別町,本別町,7343,8275,-932,-11.2628398792,391.91,18.7,3258,3482,-224,-6.4330844342
01647,北海道,足寄町,足寄町,6989,7630,-641,-8.4010484928,1408.04,5.0,3179,3348,-169,-5.0477897252
01648,北海道,陸別町,陸別町,2475,2650,-175,-6.6037735849,608.90,4.1,1147,1135,12,1.0572687225
01649,北海道,浦幌町,浦幌町,4911,5460,-549,-10.0549450549,729.85,6.7,2086,2216,-130,-5.8664259928
01660,北海道,釧路総合振興局,釧路総合振興局,61792,66151,-4359,-6.5894695469,4634.58,13.3,25990,26592,-602,-2.2638387485
01661,北海道,釧路町,釧路町,19833,20526,-693,-3.3762057878,252.66,78.5,8116,8098,18,0.2222771055
01662,北海道,厚岸町,厚岸町,9777,10630,-853,-8.0244590781,739.26,13.2,4115,4278,-163,-3.8101916784
01663,北海道,浜中町,浜中町,6064,6511,-447,-6.8653048687,423.63,14.3,2326,2344,-18,-0.7679180887
01664,北海道,標茶町,標茶町,7740,8285,-545,-6.5781532891,1099.37,7.0,3281,3365,-84,-2.4962852897
01665,北海道,弟子屈町,弟子屈町,7771,8278,-507,-6.1246677942,774.33,10.0,3507,3632,-125,-3.4416299559
01667,北海道,鶴居村,鶴居村,2536,2627,-91,-3.4640274077,571.80,4.4,1035,979,56,5.7201225741
01668,北海道,白糠町,白糠町,8071,9294,-1223,-13.1590273295,773.53,10.4,3610,3896,-286,-7.3408624230
01690,北海道,根室振興局,根室振興局,49721,51368,-1647,-3.2062762810,7994.12,16.1,20696,20358,338,1.6602809706
01691,北海道,別海町,別海町,15286,15855,-569,-3.5887732576,1319.63,11.6,5993,5862,131,2.2347321733
01692,北海道,中標津町,中標津町,23777,23982,-205,-0.8548077725,684.87,34.7,10433,10084,349,3.4609282031
01693,北海道,標津町,標津町,5243,5646,-403,-7.1377966702,624.68,8.4,2169,2235,-66,-2.9530201342
01694,北海道,羅臼町,羅臼町,5415,5885,-470,-7.9864061172,397.72,13.6,2101,2177,-76,-3.4910427193
02201,青森県,青森市,青森市,287622,299520,-11898,-3.9723557692,824.61,348.8,118279,119413,-1134,-0.9496453485
02202,青森県,弘前市,弘前市,177549,183473,-5924,-3.2288129589,524.20,338.7,71171,70142,1029,1.4670240370
02203,青森県,八戸市,八戸市,231379,237615,-6236,-2.6244134419,305.54,757.3,93726,91917,1809,1.9680798982
02204,青森県,黒石市,黒石市,34293,36132,-1839,-5.0896712056,217.05,158.0,11771,11794,-23,-0.1950144141
02205,青森県,五所川原市,五所川原市,55171,58421,-3250,-5.5630680748,404.18,136.5,21136,21277,-141,-0.6626874089
02206,青森県,十和田市,十和田市,63454,66110,-2656,-4.0175465134,725.65,87.4,25509,25554,-45,-0.1760976755
02207,青森県,三沢市,三沢市,40223,41258,-1035,-2.5086043919,119.87,335.6,16377,16211,166,1.0239960521
02208,青森県,むつ市,むつ市,58506,61066,-2560,-4.1921855042,864.16,67.7,24446,24775,-329,-1.3279515641
02209,青森県,つがる市,つがる市,33326,37243,-3917,-10.5174126682,253.55,131.4,10979,11473,-494,-4.3057613527
02210,青森県,平川市,平川市,32130,33764,-1634,-4.8394739960,346.01,92.9,10130,10063,67,0.6658054258
02300,青森県,東津軽郡,東津軽郡,22988,25938,-2950,-11.3732747321,653.29,35.2,8787,9436,-649,-6.8779143705
02301,青森県,平内町,平内町,11148,12361,-1213,-9.8131219157,217.09,51.4,3968,4198,-230,-5.4787994283
02303,青森県,今別町,今別町,2747,3217,-470,-14.6098849860,125.27,21.9,1289,1379,-90,-6.5264684554
02304,青森県,蓬田村,蓬田村,2896,3271,-375,-11.4643839804,80.65,35.9,957,1070,-113,-10.5607476636
02307,青森県,外ヶ浜町,外ヶ浜町,6197,7089,-892,-12.5828748766,230.29,26.9,2573,2789,-216,-7.7447113661
02320,青森県,西津軽郡,西津軽郡,18554,21140,-2586,-12.2327341533,831.96,22.3,7155,7627,-472,-6.1885407106
02321,青森県,鰺ヶ沢町,鰺ヶ沢町,10131,11449,-1318,-11.5119224386,343.08,29.5,3851,4095,-244,-5.9584859585
02323,青森県,深浦町,深浦町,8423,9691,-1268,-13.0843050253,488.89,17.2,3304,3532,-228,-6.4552661382
02340,青森県,中津軽郡,中津軽郡,1415,1594,-179,-11.2296110414,246.02,5.8,488,570,-82,-14.3859649123
02343,青森県,西目屋村,西目屋村,1415,1594,-179,-11.2296110414,246.02,5.8,488,570,-82,-14.3859649123
02360,青森県,南津軽郡,南津軽郡,32647,35152,-2505,-7.1261948111,223.06,146.4,10742,10966,-224,-2.0426773664
02361,青森県,藤崎町,藤崎町,15180,16021,-841,-5.2493602147,37.29,407.1,4941,4912,29,0.5903908795
02362,青森県,大鰐町,大鰐町,9684,10978,-1294,-11.7872107852,163.43,59.3,3419,3648,-229,-6.2774122807
02367,青森県,田舎館村,田舎館村,7783,8153,-370,-4.5382067950,22.35,348.2,2382,2406,-24,-0.9975062344
02380,青森県,北津軽郡,北津軽郡,38542,42240,-3698,-8.7547348485,304.64,126.5,13175,13542,-367,-2.7100871363
02381,青森県,板柳町,板柳町,13937,15227,-1290,-8.4717935247,41.88,332.8,4680,4770,-90,-1.8867924528
02384,青森県,鶴田町,鶴田町,13400,14270,-870,-6.0967063770,46.43,288.6,4384,4402,-18,-0.4089050432
02387,青森県,中泊町,中泊町,11205,12743,-1538,-12.0693714196,216.32,51.8,4111,4370,-259,-5.9267734554
